sent,type
She did not run yesterday,past_simple
They did not work last summer.,past_simple
Did they sign the contract?,past_simple
Did you wash your hands?,past_simple
That museum had a great collection of paintings,past_simple
We took evening courses,past_simple
We did not find our car,past_simple
I did not understand this question,past_simple
"did she sell her phone?

",past_simple
"did you steal this thing?
",past_simple
"I saw him five days ago
",past_simple
"They lived in England in 1999 year
",past_simple
"Нe did not swim yesterday
",past_simple
"They did not work last summer
",past_simple
"Did he call you last week?
",past_simple
"Did they buy a new car?
",past_simple
She worked abroad,past_simple
My uncle lived here,past_simple
We did not discuss,past_simple
Allen didn't want to stay,past_simple
Did you go to the post office?,past_simple
Did they come?,past_simple
Harry wrote a lot of books,past_simple
 He smiled at me,past_simple
I didn't work yesterday,past_simple
Ben didn't break the rules,past_simple
Did they forget?,past_simple
Didn't you eat yet?,past_simple
I tried my best to study English,past_simple
Sally is doing her homework at the moment,present_continuous
Dad and I are fishing now,present_continuous
It is not standing,present_continuous
They're not playing sports ,present_continuous
Are you still working at school?,present_continuous
Is he playing the guitar? ,present_continuous
You are wasting your time,present_continuous
 I am learning grammar,present_continuous
I'm not doing that,present_continuous
You're not listening,present_continuous
Are you listening to realistic songs?,present_continuous
Are you coming to our home?,present_continuous
We are making a party tonight,present_continuous
They are performing this week,present_continuous
You are not watching TV,present_continuous
I am not standing,present_continuous
Are you watching cricket on television?,present_continuous
Are you visiting your cousin this weekend?,present_continuous
Jack is talking on the phone now,present_continuous
 We are landing in Moscow in 20 minutes,present_continuous
I am not studying to become a dentist,present_continuous
I am reading the book Tom Sawyer,present_continuous
Is she laughing?,present_continuous
Are they listening to the teacher?,present_continuous
The doctor is conducting an operation,present_continuous
 She is taking a picture,present_continuous
I am not going to the party tonight,present_continuous
You are not swimming now,present_continuous
Are they coming to your party?,present_continuous
Are you listening?,present_continuous
He is reading various kinds of books,present_continuous
They are playing football now,present_continuous
They are not reading their books,present_continuous
I am not going to the party tonight,present_continuous
Is he sitting or standing?,present_continuous
Are you sleeping?,present_continuous
We are coming for shopping in this market,present_continuous
She is drinking coffee,present_continuous
Sarah isn't coming home,present_continuous
Ben isn't sitting next to us,present_continuous
"Are you working on any special projects at work?",present_continuous
Is he visiting his parents next weekend?,present_continuous
I have finished reading Hurry Potter this week,present_perfect
I have studied English since primary school,present_perfect
I have not seen my hometown for 45 years,present_perfect
They haven't seen that performance ,present_perfect
Have you seen this film?,present_perfect
 Has she come yet?,present_perfect
She has translated articles,present_perfect
 He has grown up,present_perfect
I haven't heard him for the last 3 years,present_perfect
He hasn't played the piano yet,present_perfect
Have you invited any of your friends? ,present_perfect
Has she studied hard enough?,present_perfect
The results have been published,present_perfect
I have done it!,present_perfect
She hasn't cleaned the house ,present_perfect
They haven't tried yet,present_perfect
Have we been singing for 5 years?,present_perfect
Have I been so mean before? ,present_perfect
I have already done my homework,present_perfect
our teacher has fallen ill,present_perfect
he hasn't chosen this way,present_perfect
they haven't fiished the task yet,present_perfect
Have you ever been to Australia?,present_perfect
Has he flied before? ,present_perfect
I have been to Paris,present_perfect
People have walked on the moon,present_perfect
I haven't killed anyone,present_perfect
She hasn't bought anything,present_perfect
Has he studied Latin?,present_perfect
Have they been there before? ,present_perfect
I've studied Spanish since childhood,present_perfect
I have seen that movie twenty times,present_perfect
You haven't grown since last year,present_perfect
My English hasn't really improved,present_perfect
Have you ever been in such places? ,present_perfect
Has she seen a rat there? ,present_perfect
 I have met him once before,present_perfect
People have traveled to the Moon,present_perfect
People haven't traveled to Mars,present_perfect
He hasn't started yet ,present_perfect
Have you ever met him?,present_perfect
0,present_perfect
"He goes to school every day
",present_simple
They want ice-cream,present_simple
I live in London,present_simple
I do not play,present_simple
Does he speak Spanish?,present_simple
She doesn't smoke,present_simple
I often go to the park,present_simple
Jim studies French,present_simple
The airplane takes off at 2.30 p.m.,present_simple
Do you speak English?,present_simple
He does not speak English.,present_simple
When does the train usually leave?,present_simple
She does not play tennis,present_simple
Do pigs like milk?,present_simple
"When do we board the plane?",present_simple
He needs help ,present_simple
A boy does not jump,present_simple
Does a boy jump?,present_simple
The sun rises in the east,present_simple
I have a modern laptop,present_simple
She doesn't speak Italian,present_simple
They don't buy fast food ,present_simple
Does the souvenir shop close at 18.00?,present_simple
Spiders don't frighten me.,present_simple
Do you get the bus?,present_simple
You do not write,present_simple
I never go to the cinema,present_simple
I love you,present_simple
Do you think?,present_simple
Do you like chocolate? ,present_simple
Tom cleans the car,present_simple
He has his passport in his hand,present_simple
He does not need help,present_simple
I don't like oranges,present_simple
Do you have your passport with you?,present_simple
Do you only speak English?,present_simple
It drinks milk,present_simple
Bob doesn't speak German,present_simple
Do pigs like milk?,present_simple
She likes hot dogs,present_simple
I will be sad,to_be_future
She will be 5,to_be_future
He won't be a student,to_be_future
They won't be married,to_be_future
will you be a doctor?,to_be_future
will he be teacher? ,to_be_future
We will be happy,to_be_future
They will be artists,to_be_future
I won't be 9 years old,to_be_future
They won't be there,to_be_future
will Brad Pitt be here?,to_be_future
" will she be there, too?",to_be_future
I will be 27 years old,to_be_future
You will be angry,to_be_future
They will be brave,to_be_future
Jim won't be at school,to_be_future
will he be home? ,to_be_future
will she be hot in the future?,to_be_future
He will be a journalist,to_be_future
I will be a sergeon ,to_be_future
It will be good,to_be_future
It will be here,to_be_future
will she be clever?,to_be_future
will we  be students?,to_be_future
He will be married,to_be_future
He will be sad because of that,to_be_future
They won't be glad,to_be_future
We won't be busy,to_be_future
will they be happy in the end? ,to_be_future
will he be single? ,to_be_future
We will be ready to start ,to_be_future
That will be mine,to_be_future
this will not  be a garden,to_be_future
he won't be OK,to_be_future
will that be a car?,to_be_future
will you be fine? ,to_be_future
I will be fine,to_be_future
Alice will not be crazy,to_be_future
Will they come in time?,to_be_future
It was John,to_be_past
"He was from America
",to_be_past
She wasn't Korean,to_be_past
He wasn't a murder,to_be_past
Were they happy?,to_be_past
Were you satisfied? ,to_be_past
I was sad,to_be_past
She was 15,to_be_past
He wasn't a student,to_be_past
They weren't married,to_be_past
Were you a doctor?,to_be_past
Was he a teacher? ,to_be_past
We were happy,to_be_past
They were artists,to_be_past
I wasn't hungry,to_be_past
They weren't upset.,to_be_past
Was she in England? ,to_be_past
Were they there last night? ,to_be_past
I was 27 years old,to_be_past
You were angry,to_be_past
We weren't tired last light,to_be_past
They weren't angry at you,to_be_past
Was the weather bad yesterday?,to_be_past
Was he at the party last night? ,to_be_past
He was a journalist,to_be_past
I was happy,to_be_past
she wasn't my best friend,to_be_past
we weren't very fast runners,to_be_past
was she skinny?,to_be_past
was he outgoing?,to_be_past
It was big,to_be_past
You were my friend,to_be_past
She wasn't that shy,to_be_past
They weren't guilty,to_be_past
Were you talkative at the party?,to_be_past
They were Egyptian,to_be_past
My mum was a doctor,to_be_past
He wasn't happy about it,to_be_past
They weren't strong enough,to_be_past
Were you fit? ,to_be_past
Was I a bright student? ,to_be_past
I'm Joanna,to_be_present
"I'm American
",to_be_present
She's not Korean,to_be_present
He isn't Italian,to_be_present
Are they from Australia?,to_be_present
Are you sad? ,to_be_present
I'm sad,to_be_present
She's 15,to_be_present
He isn't a student,to_be_present
They aren't married,to_be_present
Are you a doctor?,to_be_present
Is he a teacher? ,to_be_present
We're happy,to_be_present
They're artists,to_be_present
I'm not 9 years old!,to_be_present
They aren't English,to_be_present
Is Brad Pitt French?,to_be_present
" Is she American, too?",to_be_present
I'm 27 years old,to_be_present
You're angry,to_be_present
They aren't brave,to_be_present
Jim isn't here,to_be_present
Is he at home? ,to_be_present
Are they hot?,to_be_present
He's a journalist,to_be_present
I am a sergeon ,to_be_present
It isn't good,to_be_present
It isn't here,to_be_present
Is she clever?,to_be_present
Are we students?,to_be_present
You are a doctor,to_be_present
He's married,to_be_present
They aren't glad,to_be_present
We aren't busy,to_be_present
Is he single? ,to_be_present
We are ready to start ,to_be_present
That is a ball,to_be_present
this is not a phone,to_be_present
he isn't OK,to_be_present
Is that a car?,to_be_present
are you fine? ,to_be_present
I used to drink coffee every morning,used_to
She used to live in London,used_to
I didn't use to smoke,used_to
I didn't use to ride a bike to school,used_to
Did you use to ride a bike to school?,used_to
Did you use to work with Kevin Harris?,used_to
He used to play football professionally ,used_to
 I used to ride a bike to school every day,used_to
I didn't use to like her,used_to
It didn't use to be so crowded in the shops ,used_to
Did she used to live in the same street as us?,used_to
Did you play the piano?,used_to
I used to like her,used_to
You used to play the piano,used_to
I didn't used to like broccoli ,used_to
They didn't use to kill birds,used_to
DId you use to be here? ,used_to
Did they use to have a car? ,used_to
She used not to live as poorly ,used_to
He used to live in London,used_to
Jeremy didn't use to buy so much food,used_to
He didn't use to bring flashcards,used_to
Did they use to need so much money? ,used_to
Did you use to like that cat? ,used_to
Jerry used to study English,used_to
Christine used to eat meat,used_to
I didn't use to have a bike,used_to
John didn't use to fly so much ,used_to
Did you use to have so many candies? ,used_to
Did Molly use to buy coffee every day? ,used_to
I used to live in Paris,used_to
Sarah used to be fat,used_to
Kenny didn't use to be so angry,used_to
They didn't use to turn so much light ,used_to
Did he use to drive a car?,used_to
Did I use to drink so much? ,used_to
George used to be the best student in class,used_to
Cartman used to like one girl,used_to
Nelly didn't use to forget everything,used_to
Ben didn't use to be active at school ,used_to
Did they use to listen music before? ,used_to
Did she use to play any instruments? ,used_to
And it's truly a great honor to have the opportunity to come to this stage twice; I'm extremely grateful.,to_be_present
Put yourselves in my position.,can
"And I say that sincerely, partly because (Mock sob) I need that.",present_simple
I flew on Air Force Two for eight years.,future_simple
Now I have to take off my shoes or boots to get on an airplane!,can
I'll tell you one quick story to illustrate what that's been like for me.,future_simple
It's a true story every bit of this is true.,future_simple
"Shoney's, low-cost family restaurant chain, what the man said they laughed.",past_simple
White House we were driving from our home in Nashville to a little farm,past_simple
"I gave my speech, then went back out to the airport to fly back home.",past_simple
"I fell asleep on the plane until, during the middle of the night, we landed on the Azores Islands for refueling.",past_simple
Soon after Tipper and I left the (Mock sob),past_simple
we have 50 miles east of Nashville.,present_simple
This was a rented Ford Taurus.,to_be_past
"We got to Exit 238, Lebanon, Tennessee.",past_simple
"We got off the exit, we found a Shoney's restaurant.",past_simple
"We went in and sat down at the booth, and the waitress came over, made a big commotion over Tipper.",past_simple
"It was printed in Monterey, I checked.",to_be_past
Most of these expenditures are also profitable.,to_be_present
""" We like to celebrate each other's successes in life.",present_simple
I update the slide show every time I give it.,present_simple
"I add new images, because I learn more about it every time I give it.",present_simple
"Every time the tide comes in and out, you find some more shells.",present_simple
"Just in the last two days, we got the new temperature records in January.",past_simple
This is just for the United States of America.,to_be_present
But I wanted to elaborate on a couple of these.,past_simple
it's not a cost; it's a profit.,to_be_present
It's not negative; it's positive.,to_be_present
But they are also very effective in deflecting our path.,to_be_present
But it's part of the puzzle.,to_be_present
Other transportation efficiency is as important as cars and trucks.,to_be_present
I mentioned automobiles buy a hybrid.,past_simple
It is easier than you think.,to_be_present
There is a carbon calculator.,to_be_present
"Over time, people do what you pay them to do.",present_simple
And it comes out in May.,present_simple
And it's how they link together.,present_simple
We need Republicans as well.,present_simple
I find this shocking and somewhat appalling.,present_simple
So this is a picture of rural Haiti.,to_be_present
Haiti is now 98 percent deforested.,to_be_present
You'll see scenes like this all over the island.,future_simple
It leads to all sorts of environmental problems and problems that affect people throughout the nation.,present_simple
So the rains come they go down the rivers and the flooding happens.,present_simple
It's not that people are ignorant to the environmental damage.,to_be_present
"They know perfectly well, but they have no other choice.",present_simple
"About four years ago, I took a team of students down to Haiti",past_simple
But this device was very slow.,to_be_past
We went down to Haiti.,past_simple
So you could imagine they were very excited about it.,could
So it was a little discouraging to the students.,to_be_past
You see these all over Haiti as well.,present_simple
It just sits in a pile near the sugar mill until eventually they burn it.,present_simple
"So over the next couple of years, students and I worked to develop a process.",past_simple
"However, you can't burn this.",can
"And you can make a very thick, sticky porridge out of it, which you can use to bind together the charcoal briquettes.",can
So I'm actually an instructor at MIT as well as CIT.,to_be_present
And these are the briquettes that we made.,to_be_present
This is India and this is the most commonly used cooking fuel in India.,to_be_present
"Well, unfortunately, they didn't have sugarcane and they didn't have cassava, but that didn't stop us.",past_simple
What we did was we found what were the locally available sources of biomass.,past_simple
"And in fact, it heats the water a lot more quickly.",present_simple
"And so we were very happy, thus far.",to_be_past
I am ten years old.,to_be_present
I live in Moscow with my family.,present_simple
My mother is a doctor.,to_be_present
We like to spend our free time together walking in Moscow parks.,present_simple
Last weekend we went to Sokolniki Park.,past_simple
After that we drank tea in a cafe.,past_simple
"Dear Friend, My name is David.",to_be_present
"I live with my mother, my father, my sister Mary and my grandparents.",present_simple
I like to read books and play with my toys.,present_simple
My favourite sport is football.,to_be_present
I hope to get a letter from you soon.,present_simple
He went to his uncle's garage and looked at his car.,past_simple
He wanted to have a car very much!,past_simple
He wanted a fast red sports car!,past_simple
His uncle showed him how his car worked.,past_simple
Then Alex started building his own car!,past_simple
He wanted to tell his parents about it,past_simple
They didn't want to talk about cars.,past_simple
"After two months, Alex asked his parents to go to the garage with him.",past_simple
In the garage Alex's parents saw a red car.,past_simple
It was a toy sports car!,to_be_past
Alex could sit in it and drive it.,could
Alex's parents were very happy and surprised.,to_be_past
Alex smiled and drove to the park.,past_simple
Last August Becky visited Aunt Agatha.,past_simple
She lives in a house on the beach.,present_simple
It was a beautiful summer day.,to_be_past
Becky built a very big sand castle that morning.,past_simple
Aunt Agatha took pictures of the castle to send to Becky's parents.,past_simple
I like playing basketball and soccer.,present_simple
"Later that morning, Becky and Aunt Agatha went swimming in the ocean.",past_simple
It was fun to jump with the waves.,to_be_past
"Then, they went to the house and ate sandwiches and strawberries for lunch.",past_simple
Becky wanted to play on the beach that afternoon.,past_simple
Aunt Agatha told her it was too hot to go outside without a hat on.,used_to
Becky didn't have a hat.,past_simple
Becky tried on four hats.,past_simple
"The pink one was really pretty, but it was too big for Becky.",to_be_past
She did not like the green hat at all.,past_simple
Becky did not like it.,past_simple
"Then, Becky saw a big brown hat with a yellow ribbon on it.",past_simple
It was a very good hat for the beach and Becky,to_be_past
I go to the 4th grade in Saint Michael Elementary School.,present_simple
"On weekdays, I get up at 6 o'clock.",present_simple
The school starts at 7:30 in the morning.,present_simple
"On the weekends, I go to the movie theater with my friends.",present_simple
I usually go to church with my parents on Sundays.,present_simple
She is my classmate and she is thirteen years old too.,to_be_present
We attend a very big school near Scotland.,present_simple
We share the same desk and love the same school subjects.,present_simple
Our favorite lessons are Arts and Physical Education.,to_be_present
I am very good at tennis,to_be_present
and she is very good at volleyball.,to_be_present
She plays volleyball at our school team.,present_simple
We both have a busy life.,present_simple
We always get up at a half past six and at seven o'clock her father takes us to school by car.,present_simple
"They live next door to us, so after school we always do our homework, walk our dogs and play together.",present_simple
Our classes start at half past seven and finish at 4 p.m.,present_simple
Her mother is a nurse.,to_be_present
"On Mondays, Selena has violin class",present_simple
and I have piano class.,present_simple
On Tuesdays and Thursdays she practices volleyball at the school's gym,present_simple
and I play tennis in our school court.,present_simple
"On the weekends, we usually go to the movie theater or have a picnic if the weather is good.",present_simple
My name is Lupita Gonzalez.,to_be_present
"I work in a large company in Monterrey, Mexico.",present_simple
I answer the telephone and take messages.,present_simple
We make bottles and cans for soft drinks.,present_simple
I also use a fax machine and a computer.,present_simple
My first language is Spanish,to_be_present
but sometimes I speak English.,present_simple
Many of our clients are from the United States.,to_be_present
My supervisor is Mr. Torres.,to_be_present
I start work at 8:00.,present_simple
I usually drive to work.,present_simple
I have lunch from 1:00 to 2:00.,present_perfect
I finish work at 5:30.,present_simple
I go home and help my mother prepare dinner.,present_simple
We have dinner at 9:00.,present_perfect
After dinner I usually watch television a while.,present_simple
I want to tell you about my first week of classes at the University.,present_simple
I get up at 6:00 every morning.,present_simple
That is really early for me.,to_be_present
I don't like to get up early you know.,present_simple
I usually eat breakfast in the school cafeteria.,present_simple
The food here is pretty good.,to_be_present
I have German class every morning at 7:30.,present_simple
"After German class I have Business and Economics on Monday, Wednesday, and Friday at 10:00.",present_simple
I have a lot of homework in that class,present_simple
but I really like it.,present_simple
"I also have English Composition on Monday, Wednesday, and Friday.",present_simple
On Tuesdays and Thursdays I have United States History.,present_simple
The campus here is really big.,to_be_present
so I walk to all my classes.,present_simple
My roommate's name is Eric.,to_be_present
He is from Los Angeles.,to_be_present
We are good friends now.,to_be_present
Sometimes Eric and I have dinner together.,present_perfect
During the evening I study.,present_simple
Sometimes I study in the library and sometimes in the dormitory.,present_simple
I usually go to bed around eleven.,present_simple
He lives with his parents in Lisbon in an old house by the sea.,present_simple
The bathroom and the living room are downstairs.,to_be_present
Next to the living room is the kitchen.,to_be_present
"In the evening, all the family sit in the living room to watch TV and have dinner.",present_simple
His father likes to spend his free time there.,present_simple
Pedro likes to spend most of his time at home in his bedroom.,present_simple
and I weigh 54 kilos.,to_be_present
I am taller than my mother,to_be_present
"I have long black hair, brown eyes and a short nose.",present_simple
I am quite fit and strong.,to_be_present
I prefer quiet places and slow music.,present_simple
My brother is quite different.,to_be_present
He is the noisiest and most active.,to_be_present
He likes loud music like techno and rap.,present_simple
He is cheerful and amusing.,to_be_present
We all love him for that.,present_simple
"My best subjects at school are languages, history and geography but I am not good at mathsandscience.",to_be_present
My sister is totally the opposite.,to_be_present
I'm writing this postcard from Morocco.,present_continuous
I'm having a nice holiday with John.,present_continuous
This is our second week here.,to_be_present
"After Fez and Rabat, here we are in Marrakech.",to_be_present
John and I are happy to be in the Red City as people call it here.,to_be_present
This is our third day in Marrakech.,to_be_present
"It's fascinating place, full of activity and people.",to_be_present
"There are acrobats, singers, dancers, snake charmers, storytellers...",to_be_present
Are you having a nice time with Peter?,present_continuous
A lot of people here speak English.,present_simple
"You can sunbathe on the beautiful beaches of Taghazout 20 kms far from Agadir, lie on the golden sand or swim in the warm blue water of the Atlantic Ocean.",can
The weather is usually very nice all year long.,to_be_present
Agadir is also a good place for surfers.,to_be_present
This is Agadir and Agadir is also a good place for shopping.,to_be_present
All you need is there,to_be_present
and it's a cheap place.,to_be_present
I turned 13 last month.,past_simple
"My sisters are Martina, 16, and Betta, 19.",to_be_present
I go to a nice school not too far from our home,present_simple
and I really enjoy it.,present_simple
I have a lot of friends there,present_simple
I'm the youngest in my family.,to_be_present
"My best subject is Geography, probably because it's the easiest too!",to_be_present
"I love playing sports, especially basketball.",present_simple
I'm the tallest player on the school team,to_be_present
and I usually play really well.,present_simple
It's the happiest part of my day.,to_be_present
On the weekend I spend a lot of time with my friends Ralf and Kurt.,present_simple
I left primary school in September 1990 and went to a secondary school five kilometres from my house.,past_simple
I got the bus every day at 7.30am and didn't get home until 5 o'clock in the evening.,past_simple
"For the first six months of 1998, I got a job in a health food shop and then went to university in October 1998 in Wales.",past_simple
My working day starts very early.,present_simple
From Monday to Friday I get up at half past three,present_simple
and I have a shower and a cup of coffee.,present_simple
I usually leave the house at ten past four because the car always arrives a few minutes early.,present_simple
I get to the studio at about five o'clock and start work.,present_simple
My programme Good Morning Britain starts at seven o'clock and finishes at nine o'clock.,present_simple
Then I leave the studio at a quarter past ten.,present_simple
"After that, I go shopping and visit some friends.",present_simple
I get home at three o'clock.,present_simple
A woman helps me with the housework and the ironing.,present_simple
I read a newspaper and do some work.,present_simple
"On Sunday, Tom gets up at 10 o'clock.",present_simple
Then he reads his newspaper in the kitchen.,present_simple
He has breakfast at 11.30 and then he telephones his mother in Scotland.,present_simple
"In the afternoon, at 1.00, Tom plays tennis with his sister and after that, they eat dinner in a restaurant.",present_simple
"At 6.00, Tom swims for one hour",present_simple
They talk and listen to music.,present_simple
Tom watches television in the evening and drinks a glass of warm milk.,present_simple
She's very excited about it.,to_be_present
She jogs to the first park bench.,present_simple
"The next day, she returns to the park.",present_simple
She jogs to the second park bench.,present_simple
Soon she jogs the length of the whole park!,present_simple
"Each time Eve jogs, she sets small goals.",present_simple
She can now jog three lengths of the park.,can
One day Eve sees a sign about a 5K run.,present_simple
It is at the end of the summer.,to_be_present
Eve decides to jog in the 5K run.,present_simple
She lived in a big house with her parents.,past_simple
They loved her very much.,past_simple
She had a beautiful room and many toys.,past_simple
She had good friends and liked playing with them.,past_simple
But Sally was not happy.,present_perfect
Sally didn't do her homework.,past_simple
And all other pupils in her class could do it very well.,could
"One day, Sally's teacher asked the girl to write on the board.",past_simple
After the lesson the teacher asked Sally to tell her the truth.,past_simple
I don't know how to read and write.,present_simple
The teacher listened to her.,past_simple
She wanted to help Sally.,past_simple
So Sally and her teacher met every day after classes.,past_simple
Soon she could read and write!,could
My wife and I wanted to celebrate our wedding anniversary with a good meal so we went to an expensive Italian restaurant in downtown Lisbon.,past_simple
We both had pasta to start and for the main course my wife ordered a steak,past_simple
For dessert we both ate chocolate cake topped with fresh cream.,past_simple
I went to a restaurant yesterday evening with my sister's children.,past_simple
It wasn't very expensive and the menu was very limited.,to_be_past
"We all had a burger and French fries, and drank cola.",past_simple
The menu offered vegetarian dishes as well as meat dishes served with rice and a sauce - it depended on how hot you wanted it!,past_simple
It's a very popular type of restaurant in my country.,to_be_present
It generally offers one type of food (a kind of bread with cheese and tomato sauce) which you then choose what ingredients to add on top of it.,present_simple
Writing text messages and walking is dangerous.,to_be_present
It is more dangerous than driving and texting.,to_be_present
Walking in a straight line is not easy.,to_be_present
We can forget how to walk properly.,can
We run into people or cars.,present_simple
We fall over things in the street.,present_simple
People cannot see when they look at their keyboard.,can
Thousands of people have accidents.,present_perfect
Some have serious head injuries.,present_perfect
Long-distance runners and people who never exercise can have the same risk of having a heart attack.,present_continuous
"Experts looked at the health of 3,300 runners.",past_simple
Most of them ran over 30 kilometres a week.,past_simple
Marathon runners had hard parts in their heart.,past_simple
A doctor who started running in 1967 is sad.,to_be_present
He ran 60 kilometres every week.,past_simple
He thought his heart was strong.,to_be_past
Now he has heart problems.,present_simple
Rebecca Stevens was the first woman to climb Mount Everest.,present_perfect
"In 1993, Rebecca left her job and her family and travelled to Asia with some other climbers.",past_simple
"She has a new job too, for a science programme on television.",present_simple
"Yoghurt, dry cereal, cheeses, or fruit are good choices.",to_be_present
"Most of Emma's friends decided to go to college, but Emma used her aunt's money to start her own business.",past_simple
"She bought fruit, sugar and some glass jars and began making her own jam.",past_simple
They hoped that one day she would be a teacher or a doctor.,past_simple
But Emma didn't listen to them.,past_simple
She just kept on making jam.,past_simple
"After a few months, Emma started selling it to the local market.",past_simple
Then she started making orange juice.,past_simple
She sold this to a school where one of her friends worked.,past_simple
"After two years, her business was very large, and her parents were very pleased with her.",to_be_past
She made all kinds of food which she sold to shops and supermarkets.,past_simple
"Skipping breakfast can cause you to be hungry, tired, and crabby by the middle of the morning.",can
"Your body's fuel, called glucose, is low.",to_be_present
Eating breakfast raises the level of glucose in your brain.,present_simple
Your brain requires a constant flow of glucose to do mental work.,present_simple
So eating breakfast will give you a mental edge at school.,future_simple
Having something for breakfast is better than nothing.,to_be_present
Even cold pizza or a fruit smoothie can power your morning.,can
Winter is cold in some places.,to_be_present
Many plants do not grow during winter.,present_simple
It can be hard for animals to find food during winter.,can
Animals get through this time in many ways.,present_simple
Birds and butterflies can fly.,to_be_present
Many of them do not stick around for the winter.,present_simple
They go to a place with nice weather.,present_simple
